input_txt,target_txt,q_id,a_id,target_all_labels,dataset
"Why don't airplanes broadcast their exact GPS coordinates continously to some central authority who records them so that they can be easily found if they crash? [1] Many international flight plans rely on several separate communication systems. [2] Each communication system has its own time stamp on it so that your carrier won't lose its local time and stations know exactly what you're looking for. [3] You also have to understand that where GPS satellites are located is far from central. [4] If you are travelling from NY to LA, GPS satellites will all be in the area they belong to. [5] If you travel from London to Moscow, a couple of dozen GPS satellites would be outside that area. [6] If you fly from New York to Hawaii, it would be near enough to Hawaii to be a navigational aid. [7] The US also has an extensive military system which uses it for all kinds of things, including tracking people across the country. [8] This gives us a much better idea of where an airplane can be found if it was to accidentally crash in New York. [10] So you can see that nobody would suddenly become completely oblivious to all signals from their assigned location",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer - Example [5] Answer - Example [6] Answer - Example [7] Answer (Summary) [8] Answer [10] Answer,1zvhzs,p90_predicted,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer,Answer (Summary) [4] Answer - Example [5] Answer - Example [6] Answer - Example [7] Answer (Summary) [8] Answer,Answer - Example [10] Answer",model_generated
"In the US, why is it allowed to potentially expose your child and other's children to deadly diseases through vaccination exemptions but other state mandated laws, such as vehicle child restraints or smoking age-limits, are non-negotiable? [1] It is because the United States has a very strong tradition of anti-vaccine rights. [2] That means that any attempt to make an exception to the rule would be met with massive resistance. [3] This means that any attempt to make a national law would likely be blocked by the overwhelming majority of Americans. [4] It would also mean that the federal government would have to go through the hassle of making an exception to the rule and changing the law to fit the needs of the majority of Americans. [5] This is not something that is likely to happen anytime soon. [6] It would take years to get enough support for a law to pass and if that happens it would be a disaster. [7] In addition, it would mean that the federal government would have to spend a lot of money fighting against anti-vaccination groups, which would make the anti-vaccine movement very unpopular. [8] It would also mean that the government would have to spend a lot of money fighting against anti-vaccination groups, which would make anti-vaccine groups very unpopular. [9] It would mean that the federal government would have to spend a lot of money fighting against anti-vaccination groups, which would make anti-vaccine groups very unpopular. [10] It would mean that the federal government would have to spend a lot of money fighting against anti-vaccination groups",[1] Answer (Summary) [2] Answer [3] Answer [4] Answer [5] Answer [6] Answer [7] Answer [8] Answer [9] Answer [10] Answer,28w6za,p60_predicted,"[1] Answer (Summary) [2] Answer [3] Answer [4] Answer,Answer (Summary) [5] Answer,Auxiliary Information [6] Answer [7] Answer,Answer (Summary) [8] Answer,Miscellaneous [9] Answer,Miscellaneous [10] Answer,Miscellaneous",model_generated
"In the US, why is it allowed to potentially expose your child and other's children to deadly diseases through vaccination exemptions but other state mandated laws, such as vehicle child restraints or smoking age-limits, are non-negotiable? [1] I think it's a matter of perspective. [2] In the US, the government is given the power to decide what to enforce, but the individual states have the right to make their own laws. [3] For example, I'm in Colorado, and the state legislature decided that alcohol use was a violation of federal law. [4] So I can go out and get alcohol, but I can't do that in Colorado. [5] However, I can still get a license from the state sheriff. [6] This is the same with car restrictions. [7] I can't go out and buy a car, but I can go out and buy a license from the state trooper. [8] I can also go out and buy a license from the state trooper if I'm in Colorado. [9] Obviously, this doesn't work for every situation, but for example, a state trooper might be able to enforce a federal law, but they can't enforce a state law. [10] In this case, the federal government has the right to decide what laws to enforce. [11] This is similar to the difference between a ""right to swing"" and a ""right to smoke"". [12] If a federal law is enforced, the federal government is allowed to do whatever it wants, but it can't do that in Colorado.",[1] Miscellaneous [2] Answer (Summary) [3] Answer - Example [4] Answer - Example [5] Answer - Example [6] Answer - Example [7] Answer - Example [8] Answer - Example [9] Answer - Example [10] Answer - Example [11] Answer - Example [12] Answer,28w6za,p60_random,"[1] Miscellaneous [2] Answer,Answer (Summary) [3] Answer - Example [4] Answer - Example [5] Answer - Example [6] Answer,Answer - Example [7] Answer (Summary),Answer - Example [8] Answer (Summary),Answer - Example [9] Answer - Example [10] Answer,Answer - Example [11] Answer (Summary),Answer - Example [12] Answer,Answer (Summary)",model_generated
"Why do wounds itch when healing, prompting us to scratch and potentially re-damage the area? [1] I'm not a doctor or a biologist but from what I've heard it's because the area is inflamed and the itching is a natural response to the irritation. [2] Scratching it would make it worse and cause more irritation. [3] It's the same reason we rub our eyes when we're really stressed. [5] I know I'm a bit rusty on this but this is what I've heard. [6] If someone knows a better answer please post it. [7] EDIT: I forgot to add, as someone who has had wounds that itch (burns, cuts etc.) [8] I believe it's a self defense mechanism. [9] You're basically warning your brain that there's a potential threat that needs to be dealt with. [10] So it triggers the pain response. [11] It's like a dog barking, or a cat warning you that there's a potential danger. [13] It's like how you'll always be able to hear someone talking in your head even though you can't hear them directly. [14] Your brain doesn't want you to hear that sound.",[1] Answer (Summary) [2] Answer [3] Answer - Example [5] Miscellaneous [6] Miscellaneous [7] Miscellaneous [8] Answer [9] Answer (Summary) [10] Answer [11] Answer - Example [13] Answer - Example [14] Answer - Example,2985yt,p60_predicted,"[1] Answer (Summary),Answer - Organizational sentence [2] Answer,Auxiliary Information [3] Answer - Example [5] Miscellaneous [6] Miscellaneous [7] Miscellaneous [8] Answer,Answer (Summary) [9] Answer,Answer (Summary) [10] Answer [11] Answer - Example [13] Answer - Example [14] Answer - Example,Auxiliary Information",model_generated
"Why do wounds itch when healing, prompting us to scratch and potentially re-damage the area? [1] From what I understand (not sure) in the brain, there is a specific patch of neurons that mediate itching. [3] So what happens is that the areas of the brain responsible for itching tend to fire, and so you think there's something REALLY annoying you, so you scratch. [4] And then those areas of the brain that mediate pain (ie. [5] The hypothalamus) fire, and so you itch. [6] And so on. [7] If you take a microscopic fragment of skin and make a very small hole in it, that chunk of skin gets infected, and can cause itching. [9] In addition to that, that's why they often say not to scratch an open wound - it releases immune system cells that could be causing infection to the area that caused the injury. [10] So itching can prevent further infections, but it won't *always* prevent infection.",[1] Answer [3] Answer (Summary) [4] Answer [5] Answer [6] Answer [7] Answer - Example [9] Answer (Summary) [10] Answer,2985yt,p90_predicted,"[1] Answer,Auxiliary Information [3] Answer (Summary),Auxiliary Information [4] Answer,Auxiliary Information [5] Answer,Auxiliary Information [6] Answer,Miscellaneous [7] Answer (Summary),Answer - Example [9] Answer (Summary),Auxiliary Information [10] Answer",model_generated
"Why are Monsanto considered to be evil? [4] They are considered evil because they seek to violate some fundamental moral code. [5] They are the only corporation that makes GMO seeds which have been genetically modified by human intervention, it's believed that they have conspired to over-engineer agricultural yields with harmful results, and are considered evil because they seek to avoid regulations and safety regulations that limit the growth of their companies' profits. [6] People think that GMO seeds are patented and therefore require that farmers have to comply with lawsuits, and that the seeds must be resistant to changes in genetics.T [7] The argument against this is that the seeds could potentially produce resistant strains of seeds, and scientists were able to accidentally produce seeds that did not have this resistance. [8] They are considered evil because they seek to prevent farmers from making seeds that do not have this resistance, forcing them to pay extortionate prices for their seeds.",[4] Answer (Summary) [5] Answer (Summary) [6] Auxiliary Information [7] Answer [8] Answer (Summary),2c9pqm,p90_random,"[4] Answer (Summary) [5] Answer,Answer (Summary) [6] Answer,Auxiliary Information [7] Answer,Auxiliary Information [8] Answer (Summary)",model_generated
"Why is Ebola more dangerous than other diseases? [1] Ebola is generally associated with an inferior immune system, making it a more dangerous disease. [2] Which is why it is rarely caught by the public except when in person. [3] Unlike a lot of other diseases it does not have an obvious cure, so if your body can't fight it off you're left with your life in the hands of an incurable virus. [4] Also it is usually transmitted through bodily fluids. [5] This is a result of the higher mortality rates caused by Ebola. [6] The amount of victims compared to the number of victims of other diseases makes it a greater deal of a stressor. [7] The death toll of Ebola is high, so it's only natural that more people suffer from it. [8] Also it was originally a disease that was primarily confined to Africa. [9] So Africa had less of a population and a weaker immune system than the rest of the world, so these diseases spread quickly and it was a very bad disease in Africa. [10] As Ebola is now considered non-lethal there is no need to go as far as countries like China to clean up the corpses of people who die of Ebola. [11] Source: My sister is a doctor.",[1] Answer (Summary) [2] Auxiliary Information [3] Answer (Summary) [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Answer [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Miscellaneous,2chgqc,p90_random,"[1] Answer (Summary),Auxiliary Information [2] Answer,Auxiliary Information [3] Answer (Summary) [4] Answer (Summary),Auxiliary Information [5] Answer,Auxiliary Information [6] Answer (Summary),Auxiliary Information [7] Answer,Auxiliary Information [8] Auxiliary Information [9] Answer (Summary),Auxiliary Information [10] Auxiliary Information [11] Miscellaneous",model_generated
"What happens when we jam a finger? [1] When you push on a finger, you break some of the bones. [2] This makes the finger more rigid, and it takes more force to push the finger, and it also hurts more. [3] When you break a bone, it heals, and the bone is stronger than it was before. [4] But if you do this repeatedly, it can become permanently deformed. [5] If you do this enough times, the bone will break, and you will have a painful amputation. [6] This is why doctors always recommend that you get a doctor to do it to you, and to make sure you do not break a bone that you can't fix. [7] This is because the bone is so hard that it will heal without any help from the doctor, and you can't fix it without breaking the bone. [8] So doctors give you a special treatment to make sure that the bone can heal without help. [9] When you get a bone, you break it. [10] This makes the bone weaker, and it takes more force to break it. [11] If you do this enough times, the bone will break, and you will have a painful amputation. [12] If you get a bone that is stuck, it will heal without help, and it takes more force to break it.",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information,2dc2uq,p60_predicted,"[1] Answer (Summary) [2] Answer (Summary),Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information",model_generated
"What happens when we jam a finger? [1] Your finger ""crimps"" the skin of the finger, and that skin is what creates the pain. [2] When you press down harder, you're compressing the skin and pushing more blood into the area. [3] The blood can't flow properly, so it stops flowing, and the nerve signals from the finger get mangled, making you feel the pain. [4] The same thing happens when you squeeze your thumb really hard, or if you get punched in the face really hard. [5] You're compressing the skin, and it's harder for the nerves to send signals to the brain. [6] So the pain goes away, but the brain doesn't know how to interpret it. [7] If you get punched in the face, you're compressing the skin and pushing more blood into the area. [8] The nerves get mangled, and the brain doesn't know how to interpret it. [10] This is the same reason why you can get punched in the face and not feel it. [11] The blood is in the way, but the brain doesn't know how to interpret it. [12] The brain can't know how to interpret it.",[1] Answer (Summary) [2] Answer (Summary) [3] Answer (Summary) [4] Answer - Example [5] Answer [6] Answer [7] Answer - Example [8] Answer - Example [10] Answer - Example [11] Answer [12] Answer,2dc2uq,p60_random,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer (Summary) [4] Answer - Example [5] Answer,Answer (Summary) [6] Answer,Answer (Summary) [7] Answer - Example [8] Answer - Example,Auxiliary Information [10] Answer,Answer - Example [11] Answer,Auxiliary Information [12] Answer,Auxiliary Information",model_generated
"How does a coding language get 'coded' in the first place? [1] 1. If you are talking about the old school version of the Java language called Java Applets, it was written in machine code by a guy named Alan Turing who invented it in 1950. [2] 2. You can actually program an OS using just a program called an assembler. [3] In assembly code a program is something like this: base",[1] Answer (Summary) [2] Answer (Summary) [3] Auxiliary Information,2htfxs,p90_random,"[1] Answer (Summary),Auxiliary Information [2] Answer (Summary) [3] Answer,Auxiliary Information",model_generated
"Why do electonics that display the time (ie microwaves) not have a small battery to ensure the time to saved in the event a power outage? [1] If there is a power outage, the microwave could still be running and doing its job. [2] It has an internal clock so it can set it to a time when it is considered safe to turn off the microwave and resume the service. [3] If a power outage does occur, it can't keep running and resetting itself to a time when the microwave is considered safe to turn back on. [4] This is also the reason why FM radios are used to save time by running on their own radio units. [5] It allows the FM signal to be intercepted and processed before it enters the local area and causes problems. [6] If the clock is set too high, it can eventually interfere with the radio, rendering the radio useless. [7] This is also the reason that cell phones, computers, and other devices that need to run on a long-distance connection don't have backup batteries. [8] Your carrier will tell you to turn off the phone while the carrier is doing its business, but it is far too costly to do so, so they don't have it. [9] Then the receiver has to convert the signal back into a radio signal to use again.",[1] Answer (Summary) [2] Answer (Summary) [3] Answer (Summary) [4] Answer - Example [5] Answer - Example [6] Auxiliary Information [7] Answer - Example [8] Auxiliary Information [9] Auxiliary Information,2jmejv,p90_predicted,"[1] Answer (Summary) [2] Answer,Answer (Summary) [3] Answer,Answer (Summary) [4] Answer - Example,Auxiliary Information [5] Answer - Example,Auxiliary Information [6] Answer - Example,Auxiliary Information [7] Answer - Example,Auxiliary Information [8] Answer - Example,Auxiliary Information [9] Answer - Example,Auxiliary Information",model_generated
"What would NASA(or equivalent) do if an astronaut refused to come back down from the space station? [1] If he's not brought back, the space station has to consider two options: 1) Launch a Death Call. [2] 2) Wait for him to die. [3] This is simply far more likely. [4] Both options are political suicide. [5] Even if you cannot leave, you die all the same (potentially, the company might be held accountable for your death) as they would if they sent an astronaut into space. [6] If you refuse, you're not likely to make a difference in the company's decision to launch a Death Call, so the company is unlikely to hold you accountable for the decision to launch the Death Call. [7] You can read more about this at _URL_0_. [8] Here's the relevant excerpt: ""On this, they [name] a hypothetical situation in which a human cannot return to Earth; the logic behind the decision is that in the case of an emergency, the man may be forced to fly as fast as possible to the nearest Mars base; or alternatively, he may die trying to fight back against an unrecoverable enemy or escaping a massive terrorist attack.""",[1] Answer (Summary) [2] Answer (Summary) [3] Answer [4] Auxiliary Information [5] Answer [6] Answer [7] Miscellaneous [8] Miscellaneous,2ohse7,p90_random,"[1] Answer (Summary) [2] Answer (Summary) [3] Answer,Auxiliary Information [4] Answer,Auxiliary Information [5] Answer,Auxiliary Information [6] Answer,Auxiliary Information [7] Miscellaneous [8] Auxiliary Information,Miscellaneous",model_generated
"Why doesn't the wetness of your eyeballs freeze in such negative degree temperatures? [1] The cornea acts as a filter, preventing the water from evaporating and you don't lose much heat by staying at that temperature. [2] It's the same reason why water will freeze on ice, and why the ice on your road freezes faster when it's windy. [3] The cornea is also a very good heat conductor, so if you put a cloth over your eyes to keep them from getting cold it will work too. [4] EDIT: I may have missed a thing on the first part of your response. [6] So when you put a cloth over your eyes, it helps to heat up the surface of your eyeballs, so they don't get too cold. [7] EDIT2: There is a lot of tissue in your eyeball that is actually warmer than your corneas, and called the retinal tissue, which is just like your finger skin. [8] It also can hold a lot of heat. [9] When you heat it up, it's more ""pliable"", and makes a good insulating material that will help to keep the tiny blood vessels in your eyeball closer",[1] Answer (Summary) [2] Answer - Example [3] Answer (Summary) [4] Miscellaneous [6] Auxiliary Information [7] Answer [8] Answer [9] Auxiliary Information,2rrmsk,p90_predicted,"[1] Answer (Summary) [2] Answer - Example,Auxiliary Information [3] Answer,Answer (Summary) [4] Miscellaneous [6] Answer,Auxiliary Information [7] Answer,Auxiliary Information [8] Answer,Auxiliary Information [9] Answer,Auxiliary Information",model_generated
"How did ketchup become one of the world's most well known sauce/condiment? [1] Ketchup was the first one that made its way into the common consumer's mouth. [2] From there it was picked up by the wealthy, who used it as a sauce, and by the poor, who had to make it themselves. [3] By the time ketchup was seen as something that the average person could afford, it was already an incredibly popular condiment. [4] As for the rest of it, ketchup has a very strong flavor, and a lot of people are susceptible to the taste of it. [5] The idea of ketchup being a condiment is a lot of the same as a ""popular"" drug: people are more likely to buy it when they are sick, and people are more likely to buy it when they are well. [6] The ketchup industry is extremely powerful, and it is a *lot* easier to make money when you're rich than when you're poor. [7] So it is very popular in rich people's families, and it makes them very rich. [8] As for why it is so well known, it's a combination of its popularity and its easy to make. [9] Ketchup is basically just a bunch of vinegar and a little flavoring, so it makes a pretty good ketchup.",[1] Answer [2] Answer (Summary) [3] Answer (Summary) [4] Answer (Summary) [5] Answer - Example [6] Answer [7] Answer [8] Answer (Summary) [9] Auxiliary Information,2t1toj,p60_random,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer,Answer (Summary) [4] Answer,Answer (Summary) [5] Answer,Answer - Example [6] Answer,Auxiliary Information [7] Answer,Auxiliary Information [8] Answer (Summary) [9] Auxiliary Information",model_generated
"Can heart attacks happen randomly or are they always brought on by something? [1] Heart attacks are almost always random. [3] This is why a doctor will ask you to eat lots of rice or eat a variety of foods during the day. [4] They know your body isn’t going to stop eating rice or lettuce right away because there is food coming into the system all the time. [6] Heart attacks can be a sign of something serious. [7] The better way to treat heart attacks is to get some sleep and don’t go to bed for several hours. [8] Also, eat more leafy vegetables. [9] A heart attack doesn’t usually make you feel worse. [10] It just gives you the tired feeling. [11] The only way to feel better is to eat lots of the bad things that happened to your body so you can fight off the bad things that are coming to your body. [12] Edit: forgot to mention: food poisoning makes your body think there’s something wrong with it and it starts producing substances it shouldn’t have to keep trying to fight off the bad things that are coming to it, that makes it",[1] Answer (Summary) [3] Auxiliary Information [4] Auxiliary Information [6] Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information [12] Miscellaneous,2t7tnn,p90_predicted,"[1] Answer (Summary) [3] Answer - Example,Auxiliary Information [4] Answer - Example,Auxiliary Information [6] Answer (Summary),Auxiliary Information [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information [12] Auxiliary Information,Miscellaneous",model_generated
"in the USA, why are wait staff tipped a percentage of the food bill, rather than a flat rate? [1] I worked in a restaurant for a year, so I can give some insight. [2] 1. The restaurant was originally owned by a business venture called Applebees. [3] Applebees is a national company that makes products for food service restaurants. [4] The idea is to raise revenue by selling food and services. [5] This was one of the things they did to attract workers. [6] The goal was to raise money to pay for the building and staff, and pay for the food and services. [8] If you didn't get enough food and services delivered to the table, you could lose money on the service. [9] 2. The restaurant would give the waitstaff a percentage of the total sales, and pay them based on their income. [10] If you were making $10 per hour, you would pay $1.10 per hour, and pay the servers $1.10 per hour, which would add up to $1.20 per hour in tips. [12] 3. The restaurant would charge the servers a percentage of the total sales.",[1] Miscellaneous [2] Auxiliary Information [3] Auxiliary Information [4] Answer [5] Auxiliary Information [6] Answer [8] Answer [9] Answer (Summary) [10] Answer - Example [12] Answer (Summary),2yomo8,p60_random,"[1] Miscellaneous [2] Answer (Summary),Auxiliary Information [3] Answer,Auxiliary Information [4] Answer,Auxiliary Information [5] Answer,Auxiliary Information [6] Answer,Auxiliary Information [8] Answer,Auxiliary Information [9] Answer,Answer (Summary) [10] Answer - Example [12] Answer (Summary),Auxiliary Information",model_generated
"Why are plane crashes such a big deal? there are 21 plane crashes worth of death each day in the world from traffic accidents. [1] Planes are huge, and if one is involved in a crash it can be catastrophic for everyone on board. [2] That's why it's such a big deal when a major commercial disaster occurs. [3] There are also major passenger aircraft accidents, and these are even more catastrophic. [4] But the biggest reason is simply that they are so big, and they happen so often, and so far so rarely, that it's just not a huge deal. [5] There are many, many other factors that contribute to this, but they're pretty much the same thing. [6] So to answer your question, it's because they're big and they happen so often, and they're so rare, that it's a big deal. [7] And the reason it's so big is because of how intercontinental planes are designed. [8] Plane crashes are caused by a bunch of different things, but the biggest factor is the shape of the plane. [9] It's the shape of the plane that makes the plane crash, not the size of the plane. [10] Airliners are designed to be aerodynamic, which means that they take in air and push it out the back. [11] But this is difficult to do.",[1] Answer [2] Answer [3] Answer [4] Answer [5] Miscellaneous [6] Answer (Summary) [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information,31hwz4,p60_predicted,"[1] Answer,Answer (Summary) [2] Answer,Miscellaneous [3] Answer,Answer - Example [4] Answer,Miscellaneous [5] Auxiliary Information,Miscellaneous [6] Answer (Summary),Miscellaneous [7] Auxiliary Information,Miscellaneous [8] Answer,Auxiliary Information [9] Answer,Auxiliary Information [10] Auxiliary Information [11] Auxiliary Information",model_generated
"Why is Scientology, with its heavy cult-like status, still allowed to carry on as a religion? [1] You're only 5, but you've got some cool ideas. [2] You might be interested in this: _URL_0_ [3] But seriously, the answer is that they're a religion. [4] It's not like there's a law against it. [5] It's like saying ""I'm not a religion, but I have some cool ideas"". [6] It's just a religion, and a lot of people think it's cool. [7] It's not like they're trying to change the world, they're just following a religion. [8] There's nothing in the Constitution that forbids it. [9] You can't be forced to join a religion, and you can't be forced to become part of a religion.",[1] Miscellaneous [2] Miscellaneous [3] Answer (Summary) [4] Answer [5] Answer [6] Answer [7] Answer [8] Answer [9] Answer,31rmj7,p60_predicted,"[1] Miscellaneous [2] Miscellaneous [3] Answer,Answer (Summary) [4] Answer,Miscellaneous [5] Answer,Miscellaneous [6] Answer [7] Answer,Answer (Summary) [8] Answer,Answer (Summary) [9] Answer,Answer (Summary)",model_generated
"When Charlie Sheen was fired why didn't the producers just sue him for not doing his job and not have to pay him ridiculous amounts of money to end his contract? [1] They would have to sue him, which costs a lot of money, and you would get no compensation for it. [2] He did not get fired, and he likely agreed to the terms of his employment because there is no legal way to get him to not do it again. [3] And even if he did not want to do it again, it would be expensive and take a lot of time to train new people to do the job. [4] If he did make a choice, there is no way he could choose not to do it again. [5] And he would be replacing and paying for the replacement of his replacements after firing him.",[1] Answer (Summary) [2] Auxiliary Information [3] Auxiliary Information [4] Auxiliary Information [5] Auxiliary Information,32dj3p,p90_random,"[1] Answer (Summary) [2] Answer,Auxiliary Information [3] Answer,Auxiliary Information [4] Answer,Auxiliary Information [5] Answer,Auxiliary Information",model_generated
"How is it that Google cars have accurate enough position tracking to drive autonomously, but my Google phone constantly loses track of my GPS location and can hardly get me to my destination? [1] A lot of the high speed navigation stuff is handled by computers and with GPS, it's very easy to keep a lot of stuff up to date (since Google uses satellites). [3] Google has done a bunch of google stuff on their phones, including location services. [4] In other words, your phone knows where it is, but doesn't really care what GPS it uses to do that. [5] If your phone is fine with GPS on its device, it's going to be able to keep track of it on it's car. [6] I suspect you've got a few issues with that, which is why most phones with GPS aren't as good as Apple's Nexus 5s and are not even as good as any Android phone. [7] Your phone's GPS is constantly running off the tower, but that is typically not enough to keep track of the position of your location. [8] I don't know if Google's ""super fast"" cruise control is perfect, but I doubt it is in any way.",[1] Answer (Summary) [3] Auxiliary Information [4] Answer [5] Answer [6] Auxiliary Information [7] Answer (Summary) [8] Miscellaneous,35q1uk,p90_predicted,"[1] Answer (Summary),Auxiliary Information [3] Auxiliary Information [4] Answer,Answer (Summary) [5] Answer,Auxiliary Information [6] Auxiliary Information [7] Answer (Summary) [8] Auxiliary Information,Miscellaneous",model_generated
"How is it that Google cars have accurate enough position tracking to drive autonomously, but my Google phone constantly loses track of my GPS location and can hardly get me to my destination? [1] Because Google doesn't just use location tracking and usage of navigation. [2] Google has millions of people who are connected to their GPS networks who have a drive-by enabled phone. [3] Therefore Google can simply show them where they are and how fast they are going.",[1] Answer (Summary) [2] Answer [3] Answer,35q1uk,p90_random,[1] Answer (Summary) [2] Answer [3] Answer,model_generated
"Why do we love to take pictures of our food and post it on social media. [1] I think it's because we like to see others have what we have. [2] It's a nice feeling to know that someone else can see your plate, that you have an image of yourself, and that you're part of a group. [3] It's also nice to know that other people can see your plate, and that you're part of a group. [4] We're also attracted to seeing other people's reactions to our pictures. [5] We like to be able to see what others think of us. [6] And then we like to see how others react to our pictures. [7] It's nice to feel like we're part of a group, and that other people can see how we feel about ourselves. [10] It's a nice feeling to know that someone else can see your plate, and that you're part of a group. [11] EDIT: Added more info about the reasons people like to take pictures of others.",[1] Answer [2] Answer (Summary) [3] Answer [4] Answer (Summary) [5] Answer [6] Answer [7] Answer [10] Answer [11] Miscellaneous,366kk8,p60_random,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [3] Answer,Miscellaneous [4] Answer (Summary) [5] Answer,Answer - Example [6] Answer,Answer - Example [7] Answer [10] Answer,Miscellaneous [11] Miscellaneous",model_generated
"What would happen if the USA pulled all troops from around the globe and stopped involvement in foreign affairs? [1] Probably not much, but there is a line drawn somewhere that the world will be in 2 years and military spending will decline at an accelerated rate. [3] Edit2: [image of the [military spending](_URL_1_) over the last two years](_URL_0_). [4] Look at how much money went into military spending over the last 30 years, and then figure out how much will be used to upgrade military technology in the next 20 years. [5] Edit3: [National GDP](_URL_2_), USA spending in 2013, UK spending in 2012, China spending in 2012, France spending in 2013, etc. [6] And there is a line drawn somewhere that this would lead to social unrest, and a major structural economic decline for the US as well as for the world as a whole, so I think you can see how it would be economically devastating for those two countries",[1] Answer [3] Miscellaneous [4] Answer - Example [5] Miscellaneous [6] Answer (Summary),37g44j,p90_predicted,"[1] Answer,Answer (Summary) [3] Miscellaneous [4] Answer - Example,Auxiliary Information [5] Answer - Example,Miscellaneous [6] Answer,Answer (Summary)",model_generated
"What would happen if the USA pulled all troops from around the globe and stopped involvement in foreign affairs? [1] A lot of very important things that use a lot of US military personnel depend on having oil flowing in our heads, mostly in the form of jet fuel. [2] If we pulled all of our military involvement from foreign nations, then a huge amount of these supplies would run dry, and an oil crisis would become very real. [3] By drawing troops in, the U.S. provides a lot of needed security for domestic operations, so less of a disaster could be sustained.",[1] Answer [2] Answer (Summary) [3] Answer,37g44j,p90_random,"[1] Answer [2] Answer,Answer (Summary) [3] Answer,Answer (Summary)",model_generated
"why is pee only yellow or clear? [1] Urine is just the water that your body has excreted from your body. [2] It's not clear because it's the waste products of your body, and contains a large amount of proteins, minerals, and other stuff that doesn't belong in your body. [4] The hormones are what cause your pee to be yellow and clear, and the metabolites are what cause your pee to be yellow and clear. [6] So why are your urine and your poo different colors? [7] Well, because of the differences in the types of waste products excreted. [8] When your body is excreting waste products, it will usually have two types of waste products. [9] One type is the water that your body has already used up. [10] The other type is the waste products excreted by your body that haven't been used up yet. [12] This is why your pee is clear, and your poop is yellow.",[1] Answer [2] Answer [4] Answer [6] Miscellaneous [7] Auxiliary Information [8] Auxiliary Information [9] Auxiliary Information [10] Auxiliary Information [12] Auxiliary Information,3dko68,p60_predicted,"[1] Answer,Answer (Summary) [2] Answer,Answer (Summary) [4] Answer,Answer (Summary) [6] Auxiliary Information,Miscellaneous [7] Auxiliary Information,Miscellaneous [8] Auxiliary Information,Miscellaneous [9] Auxiliary Information,Miscellaneous [10] Auxiliary Information,Miscellaneous [12] Auxiliary Information,Miscellaneous",model_generated
"why is pee only yellow or clear? [1] Urine is clear because it is the byproduct of the breakdown of a waste product called urobilin. [2] Urobilin is a dark brown substance that is mostly made up of bilirubin and other chemicals. [3] This waste product is what causes the color of urine. [4] In humans, urobilin is broken down by an enzyme called bilirubin. [5] Bilirubin is a waste product that can be made by many different types of cells, including red blood cells, white blood cells, and other cells that need to make urine. [6] The body makes lots of different waste products, and these waste products can be different colors. [7] One of the main products of the breakdown of bilirubin is urobilin. [8] When this happens, the color of urine is dependent on how much of the waste product there is in the urine. [11] If there is too much bilirubin, the urine will be dark. [12] If there is too little, the urine will be clear. [13] This is why people with yellow or orange urine are yellow or orange.",[1] Answer (Summary) [2] Auxiliary Information [3] Answer [4] Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Answer [8] Answer (Summary) [11] Auxiliary Information [12] Auxiliary Information [13] Auxiliary Information,3dko68,p60_random,"[1] Answer,Answer (Summary) [2] Answer,Auxiliary Information [3] Answer [4] Answer,Auxiliary Information [5] Auxiliary Information [6] Auxiliary Information [7] Answer,Auxiliary Information [8] Answer,Answer (Summary) [11] Answer (Summary),Auxiliary Information [12] Answer (Summary),Auxiliary Information [13] Answer - Example,Auxiliary Information",model_generated
